index,point_timestamp,point_value
0,2020-01-01,50.66381056840018
1,2020-01-02,53.37122893209222
2,2020-01-03,54.09984181367988
3,2020-01-04,53.41660414769521
4,2020-01-05,52.290929968228205
5,2020-01-06,54.993199857964534
6,2020-01-07,57.21196570818479
7,2020-01-08,58.25517997087333
8,2020-01-09,60.748511954216106
9,2020-01-10,62.361089198285896
10,2020-01-11,64.55287018455351
11,2020-01-12,59.55712082410915
12,2020-01-13,63.86548255048968
13,2020-01-14,60.308954294655756
14,2020-01-15,53.82693088064625
15,2020-01-16,62.51951914566688
16,2020-01-17,53.90613045584087
17,2020-01-18,56.02201161027772
18,2020-01-19,68.95485655029192
19,2020-01-20,65.28138209554884
20,2020-01-21,63.01786967922195
21,2020-01-22,63.073489011498246
22,2020-01-23,76.34850309569825
23,2020-01-24,72.31436015650114
24,2020-01-25,74.83541832761794
25,2020-01-26,70.00261056406754
26,2020-01-27,71.49849524931668
27,2020-01-28,82.30684382657101
28,2020-01-29,74.11665458796134
29,2020-01-30,72.28348827400943
30,2020-01-31,84.33395252232425
31,2020-02-01,75.63188682945614
32,2020-02-02,82.07483669572582
33,2020-02-03,84.20655447657357
34,2020-02-04,75.5156132854853
35,2020-02-05,75.42095510957827
36,2020-02-06,79.15399425285472
37,2020-02-07,81.22915686795656
38,2020-02-08,85.61879632528239
39,2020-02-09,84.62482613661831
40,2020-02-10,85.51496706571535
41,2020-02-11,86.15189490042007
42,2020-02-12,97.82502319410511
43,2020-02-13,78.2763265967101
44,2020-02-14,95.85853911539718
45,2020-02-15,85.37163170956035
46,2020-02-16,84.68957527846662
47,2020-02-17,99.91082407698809
48,2020-02-18,92.1273953953643
49,2020-02-19,98.38599256328096
50,2020-02-20,100.41643851511864
51,2020-02-21,93.57270985413743
52,2020-02-22,99.49284298118107
53,2020-02-23,95.06258875480157
54,2020-02-24,100.91836106021212
55,2020-02-25,90.5090982226869
56,2020-02-26,103.35891394316901
57,2020-02-27,107.17036474757025
58,2020-02-28,107.9967515083162
59,2020-02-29,102.65424576294286
60,2020-03-01,93.87393985314324
61,2020-03-02,106.47836704757742
62,2020-03-03,112.66977951214209
63,2020-03-04,109.30089958319857
64,2020-03-05,106.32015480021462
65,2020-03-06,110.18522010255397
66,2020-03-07,106.80790571444386
67,2020-03-08,116.93637035177176
68,2020-03-09,104.70463273883283
69,2020-03-10,111.31304131739115
70,2020-03-11,100.75681667043389
71,2020-03-12,107.2366409670212
72,2020-03-13,125.53541105410841
73,2020-03-14,112.44191605737014
74,2020-03-15,116.18507716448713
75,2020-03-16,116.84456175971131
76,2020-03-17,112.99936937248977
77,2020-03-18,111.22974139154739
78,2020-03-19,121.01614279758417
79,2020-03-20,116.25900657964738
80,2020-03-21,121.65613718773324
81,2020-03-22,118.75652519361304
82,2020-03-23,128.9226564977306
83,2020-03-24,127.72930388540708
84,2020-03-25,130.03713202331116
85,2020-03-26,125.62335508078854
86,2020-03-27,132.96595548456722
87,2020-03-28,123.19901471518294
88,2020-03-29,119.81812623492804
89,2020-03-30,133.16766824836407
90,2020-03-31,131.60590362032877
91,2020-04-01,136.0040795752057
92,2020-04-02,133.64884724299154
93,2020-04-03,128.60940550528426
94,2020-04-04,138.73470425330294
95,2020-04-05,123.99054481552079
96,2020-04-06,136.68578917995512
97,2020-04-07,127.87745466886665
98,2020-04-08,131.71853939783284
99,2020-04-09,142.8845838694077
100,2020-04-10,141.18008822850618
101,2020-04-11,142.47140586156547
102,2020-04-12,137.53676292917964
103,2020-04-13,145.53995189301446
104,2020-04-14,142.97792949867153
105,2020-04-15,144.7094743020886
106,2020-04-16,146.29509983347185
107,2020-04-17,145.7114590106334
108,2020-04-18,147.02386783493702
109,2020-04-19,154.3880443186425
110,2020-04-20,149.00719978792443
111,2020-04-21,146.69667306995083
112,2020-04-22,149.22984919300117
113,2020-04-23,146.92112840005322
114,2020-04-24,154.8062754728928
115,2020-04-25,153.39633819014128
116,2020-04-26,156.4764641948594
117,2020-04-27,154.95352995917239
118,2020-04-28,153.22229502025078
119,2020-04-29,156.26885085717487
120,2020-04-30,160.73771519913458
121,2020-05-01,161.47221919675448
122,2020-05-02,156.40350816861755
123,2020-05-03,159.38689760147435
124,2020-05-04,158.63874706194633
125,2020-05-05,162.6586028956863
126,2020-05-06,164.41034729448546
127,2020-05-07,170.1987998872765
128,2020-05-08,162.91711814306268
129,2020-05-09,164.14256486488426
130,2020-05-10,168.72200317907001
131,2020-05-11,172.73160992805694
132,2020-05-12,165.69020317071264
133,2020-05-13,175.41536099910596
134,2020-05-14,167.63508334286462
135,2020-05-15,183.9194549691303
136,2020-05-16,173.56542269024422
137,2020-05-17,174.14262984173456
138,2020-05-18,174.7936990478805
139,2020-05-19,176.93081095860154
140,2020-05-20,182.3669572159054
141,2020-05-21,175.6616627572463
142,2020-05-22,171.5866035821211
143,2020-05-23,181.19319456437324
144,2020-05-24,174.3803730235334
145,2020-05-25,179.1354659873942
146,2020-05-26,180.57535159875388
147,2020-05-27,186.34922764495886
148,2020-05-28,179.66752083240544
149,2020-05-29,183.8197026267335
150,2020-05-30,192.49599280921788
151,2020-05-31,184.91657845068647
152,2020-06-01,185.3705479634652
153,2020-06-02,193.39625928494476
154,2020-06-03,183.93628550667188
155,2020-06-04,189.405186991031
156,2020-06-05,193.11302241682904
157,2020-06-06,192.99165280650277
158,2020-06-07,191.78665530120637
159,2020-06-08,192.34459817262376
160,2020-06-09,193.99794086183198
161,2020-06-10,193.02333776163027
162,2020-06-11,201.7780991016749
163,2020-06-12,190.8260845731727
164,2020-06-13,197.2966361912667
165,2020-06-14,197.18675463777592
166,2020-06-15,195.06075219864914
167,2020-06-16,202.88248897771058
168,2020-06-17,195.6162759928765
169,2020-06-18,199.73216266706763
170,2020-06-19,198.17699258350004
171,2020-06-20,209.0271668709831
172,2020-06-21,203.06655716828342
173,2020-06-22,196.25980521945053
174,2020-06-23,204.82613231080748
175,2020-06-24,201.20316886475672
176,2020-06-25,210.19711811134047
177,2020-06-26,214.79679571738995
178,2020-06-27,201.38787131624403
179,2020-06-28,219.46499597758708
180,2020-06-29,214.88404506000717
181,2020-06-30,209.81175011298052
182,2020-07-01,213.97938470474887
183,2020-07-02,217.39142060056156
184,2020-07-03,216.16972503302011
185,2020-07-04,216.84785655106194
186,2020-07-05,216.02198131853004
187,2020-07-06,217.53365070089063
188,2020-07-07,226.1046017072269
189,2020-07-08,216.5574298293686
190,2020-07-09,220.56495958438697
191,2020-07-10,228.83414133677763
192,2020-07-11,226.86753810026147
193,2020-07-12,223.26985736836917
194,2020-07-13,223.04996296448905
195,2020-07-14,227.35887277603075
196,2020-07-15,220.5018846455521
197,2020-07-16,232.7190157781109
198,2020-07-17,231.58167902961733
199,2020-07-18,226.2174579999505
200,2020-07-19,232.8389845030607
201,2020-07-20,232.9470881864695
202,2020-07-21,234.21873515792464
203,2020-07-22,233.7221350951876
204,2020-07-23,237.91105318225414
205,2020-07-24,239.93776682681755
206,2020-07-25,240.32427512823512
207,2020-07-26,229.80590603076294
208,2020-07-27,241.38271464121487
209,2020-07-28,236.98908991673758
210,2020-07-29,238.82288375175136
211,2020-07-30,245.8846282304019
212,2020-07-31,241.34173893240938
213,2020-08-01,237.20648712113615
214,2020-08-02,243.9159860066389
215,2020-08-03,243.7689657748343
216,2020-08-04,253.6914937640682
217,2020-08-05,245.17157790663876
218,2020-08-06,251.62411211666503
219,2020-08-07,250.74321590516664
220,2020-08-08,244.01688907930924
221,2020-08-09,252.51813392424353
222,2020-08-10,248.92774393826028
223,2020-08-11,248.56810433016278
224,2020-08-12,245.99585682177994
225,2020-08-13,253.5951687758764
226,2020-08-14,256.8763129325029
227,2020-08-15,255.6884709296741
228,2020-08-16,262.3178803245589
229,2020-08-17,250.78447535815891
230,2020-08-18,255.07609745827435
231,2020-08-19,255.8229262645968
232,2020-08-20,251.79559636075854
233,2020-08-21,264.7368596245604
234,2020-08-22,263.27723305873377
235,2020-08-23,268.8601362498477
236,2020-08-24,261.6534962605863
237,2020-08-25,261.5889514807461
238,2020-08-26,271.49667832587926
239,2020-08-27,265.51162686511157
240,2020-08-28,260.69013476679334
241,2020-08-29,265.30961483630057
242,2020-08-30,267.22258523359113
243,2020-08-31,266.628364868072
244,2020-09-01,270.98643122718926
245,2020-09-02,275.83553544987865
246,2020-09-03,276.5930746454982
247,2020-09-04,266.5698728127035
248,2020-09-05,268.65459070381104
249,2020-09-06,278.8718007917596
250,2020-09-07,279.2341408158897
251,2020-09-08,281.1327230782934
252,2020-09-09,283.12821395943325
253,2020-09-10,279.1986427975276
254,2020-09-11,282.9601880049798
255,2020-09-12,280.0596694688897
256,2020-09-13,274.2953489370137
257,2020-09-14,285.8796259718755
258,2020-09-15,282.5151064513868
259,2020-09-16,285.04036706369243
260,2020-09-17,272.8343507874865
261,2020-09-18,289.2519063781664
262,2020-09-19,290.8319513197706
263,2020-09-20,281.90222593538283
264,2020-09-21,297.6460465119674
