index,point_timestamp,point_value
0,2020-01-01,-3.0542236282597424
1,2020-01-02,-3.275856535710961
2,2020-01-03,-1.7637989366350852
3,2020-01-04,-4.0999241147521435
4,2020-01-05,-4.640675705262139
5,2020-01-06,-1.7772079184193164
6,2020-01-07,-5.02856627701904
7,2020-01-08,-1.9642141149865582
8,2020-01-09,-0.756419836663742
9,2020-01-10,-3.5087882533211605
10,2020-01-11,-3.655492773714955
11,2020-01-12,-0.5715076894453426
12,2020-01-13,2.171738696019467
13,2020-01-14,2.5778090009138515
14,2020-01-15,0.7638170407387194
15,2020-01-16,-1.9068407588899472
16,2020-01-17,0.10281367056893109
17,2020-01-18,1.8827805578065042
18,2020-01-19,-2.919227518987439
19,2020-01-20,-1.614050849838302
20,2020-01-21,-4.255666210006951
21,2020-01-22,0.2795580370203461
22,2020-01-23,-6.065654757982633
23,2020-01-24,-2.5773361785688196
24,2020-01-25,-5.328305322914437
25,2020-01-26,-3.629418878159507
26,2020-01-27,-1.3636205668988208
27,2020-01-28,-5.824957927696481
28,2020-01-29,-4.030378189633275
29,2020-01-30,0.2911705743838846
30,2020-01-31,1.5504850602378106
31,2020-02-01,2.1006109046923265
32,2020-02-02,-2.5086197375125803
33,2020-02-03,2.2232956584157613
34,2020-02-04,1.3852142965741947
35,2020-02-05,3.8637835715973354
36,2020-02-06,4.173232728309211
37,2020-02-07,1.4388678801602355
38,2020-02-08,0.34590244530399394
39,2020-02-09,-3.608672839242353
40,2020-02-10,-2.4164611734319164
41,2020-02-11,2.2267128914739676
42,2020-02-12,3.744679982618755
43,2020-02-13,1.9206137988594114
44,2020-02-14,0.428159321925771
45,2020-02-15,-0.7851333823782434
46,2020-02-16,-2.6906531360543915
47,2020-02-17,-0.9686080043327925
48,2020-02-18,1.60170286891472
49,2020-02-19,-1.51487542854586
50,2020-02-20,-1.3028919766627949
51,2020-02-21,-1.2149531940255687
52,2020-02-22,0.5301673222700545
53,2020-02-23,-1.7169015483258732
54,2020-02-24,1.925332996213831
55,2020-02-25,2.7331348366920487
56,2020-02-26,0.8200979931237621
57,2020-02-27,-3.683384787544185
58,2020-02-28,-2.037793109021991
59,2020-02-29,-1.9415515452388705
60,2020-03-01,-1.4641563860176714
61,2020-03-02,-1.549978271589858
62,2020-03-03,-2.7809641091650144
63,2020-03-04,-0.2079731679338872
64,2020-03-05,4.764542289993943
65,2020-03-06,4.4968688813151
66,2020-03-07,-0.6090839489385091
67,2020-03-08,-1.3225338686455947
