index,point_timestamp,point_value
0,2020-01-01,54.91471324101523
1,2020-01-02,69.7057034704674
2,2020-01-03,63.80928924436204
3,2020-01-04,51.78138215756618
4,2020-01-05,34.97622488166478
5,2020-01-06,45.423302968351955
6,2020-01-07,34.565299089967816
7,2020-01-08,46.63891693172505
8,2020-01-09,67.57181649088857
9,2020-01-10,81.48255934020533
10,2020-01-11,62.083245651589635
11,2020-01-12,48.57275820907599
12,2020-01-13,20.038188847027357
13,2020-01-14,36.31620655836922
14,2020-01-15,57.84350690286168
15,2020-01-16,58.21035527716367
16,2020-01-17,64.24773410516777
17,2020-01-18,58.214018060605675
18,2020-01-19,47.06973546889396
19,2020-01-20,21.44892929110135
20,2020-01-21,35.44314557639321
21,2020-01-22,43.43891740551537
22,2020-01-23,65.65458904842968
23,2020-01-24,63.15074958452488
24,2020-01-25,61.35835529215855
25,2020-01-26,41.910349980714365
26,2020-01-27,35.35068970000061
27,2020-01-28,33.16388837649388
28,2020-01-29,45.18703073470504
29,2020-01-30,73.77833838879893
30,2020-01-31,71.63908678546605
31,2020-02-01,64.5480422243352
32,2020-02-02,50.59100079093917
33,2020-02-03,27.895349813249677
34,2020-02-04,27.558246805457976
35,2020-02-05,52.80988944525335
36,2020-02-06,70.1637842800573
37,2020-02-07,66.46965563305643
38,2020-02-08,56.43041313923157
39,2020-02-09,54.5280087592982
40,2020-02-10,32.806457429834495
41,2020-02-11,23.967972007562555
42,2020-02-12,54.32656813822481
43,2020-02-13,76.90089789509199
44,2020-02-14,65.19269996034016
45,2020-02-15,49.61694116768652
46,2020-02-16,32.43615073093784
47,2020-02-17,29.27915864555104
48,2020-02-18,40.42729379104481
49,2020-02-19,54.92094577051787
50,2020-02-20,59.8669355729444
51,2020-02-21,69.92193204352427
52,2020-02-22,68.11929193764348
53,2020-02-23,46.022029705378564
54,2020-02-24,31.352858828654437
55,2020-02-25,31.324967865695786
56,2020-02-26,51.498075728521016
57,2020-02-27,63.92143991337059
58,2020-02-28,65.74109626383289
59,2020-02-29,61.62437767332797
60,2020-03-01,34.96858442002174
61,2020-03-02,32.757059432594225
62,2020-03-03,38.399682619733724
63,2020-03-04,43.900150728850534
64,2020-03-05,59.61973708813145
65,2020-03-06,64.59057288040931
66,2020-03-07,58.65549901503166
67,2020-03-08,42.47619598974997
68,2020-03-09,29.222029854610533
69,2020-03-10,31.168869836870687
70,2020-03-11,45.86116926598262
71,2020-03-12,63.675098805888055
72,2020-03-13,65.38626217494934
73,2020-03-14,64.93941382472434
74,2020-03-15,42.958607560276896
75,2020-03-16,33.96226084282502
76,2020-03-17,36.86386608861794
77,2020-03-18,56.4285359413309
78,2020-03-19,65.47777654198728
79,2020-03-20,64.59029338823329
80,2020-03-21,53.74777647668878
81,2020-03-22,49.82774627400358
82,2020-03-23,23.904850909608598
83,2020-03-24,37.26528966181638
84,2020-03-25,45.850295933997174
85,2020-03-26,63.45433785470131
86,2020-03-27,70.40824483650034
87,2020-03-28,62.69842598378803
88,2020-03-29,37.22116765601743
89,2020-03-30,27.384704632715373
90,2020-03-31,31.97111498732742
91,2020-04-01,55.112247795247654
92,2020-04-02,61.902653180610756
93,2020-04-03,68.51902253097838
94,2020-04-04,56.50233286518754
95,2020-04-05,44.11457682250941
96,2020-04-06,22.848639481561797
97,2020-04-07,43.862857782490025
98,2020-04-08,45.64110297788941
99,2020-04-09,66.47053674821868
100,2020-04-10,70.61141639087576
101,2020-04-11,62.979902309726455
102,2020-04-12,42.87643308713646
103,2020-04-13,29.449409498781304
104,2020-04-14,31.549208030432958
105,2020-04-15,43.410485276517115
106,2020-04-16,60.95008534570714
107,2020-04-17,62.285388846655565
108,2020-04-18,59.09006693620191
109,2020-04-19,48.39929388133984
110,2020-04-20,36.13913070334458
111,2020-04-21,37.08659455744614
112,2020-04-22,46.731509000494285
113,2020-04-23,66.0157705252455
114,2020-04-24,76.24340413775461
115,2020-04-25,55.697070079289695
116,2020-04-26,44.89974977025148
117,2020-04-27,32.64948342037932
118,2020-04-28,30.505671862269395
119,2020-04-29,57.59683028622769
120,2020-04-30,65.44983916945306
121,2020-05-01,67.23315333937299
122,2020-05-02,56.970507400633025
123,2020-05-03,32.33593212760442
124,2020-05-04,39.81294349199046
125,2020-05-05,33.91891978481459
126,2020-05-06,39.633898606286536
127,2020-05-07,64.06906526539714
128,2020-05-08,76.18298879580009
129,2020-05-09,57.70608627440558
130,2020-05-10,46.38946971250288
131,2020-05-11,29.137387870902142
132,2020-05-12,31.55634686864584
133,2020-05-13,54.07781611004196
134,2020-05-14,60.6953702532589
135,2020-05-15,74.99991239897516
136,2020-05-16,60.44141786468631
137,2020-05-17,38.02411853482089
138,2020-05-18,25.694214225585966
139,2020-05-19,30.135408943583045
140,2020-05-20,47.81901548250276
141,2020-05-21,65.22149516220905
142,2020-05-22,74.8372074875743
143,2020-05-23,67.32966520649775
144,2020-05-24,40.13415634393733
145,2020-05-25,27.937259521634534
146,2020-05-26,28.78991270311844
147,2020-05-27,56.14002425451168
148,2020-05-28,71.27037811427282
149,2020-05-29,64.72628821341372
150,2020-05-30,55.494976111534896
151,2020-05-31,36.86813673974782
152,2020-06-01,22.126828711194335
153,2020-06-02,28.258256152816692
154,2020-06-03,51.47810005496108
155,2020-06-04,69.39291062856005
156,2020-06-05,67.83246456996604
157,2020-06-06,61.72496732913633
158,2020-06-07,42.68329989435404
159,2020-06-08,27.58872793728726
160,2020-06-09,27.16753560504364
161,2020-06-10,46.454261327479436
162,2020-06-11,62.52466656556091
163,2020-06-12,64.75673953295109
164,2020-06-13,61.658218257774735
165,2020-06-14,39.931760075034205
166,2020-06-15,25.377963743679267
167,2020-06-16,30.64737814293037
168,2020-06-17,45.317596058485364
169,2020-06-18,72.89581311830725
